type	by	post_id	subcategory	category_new	category	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
link	post_page_25604775729	25604775729_10156813946450730		Gesellschaft/Ethik/Politik	Alltag/Skurriles	https://www.facebook.com/bild/posts/10156813946450730	„Wir können nicht einfach einkaufen  was wir gerne essen.“	https://external.xx.fbcdn.net/safe_image.php?d=AQAiRq1H353prx-_&w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fmal-fuer-sich-sein-scarlett-mit-ihrem-laptop-in-ihrem-neun-quadratmeter-zimmer-200722024-55053288%2FBild%2F2.bild.jpg&cfs=1&sx=90&sy=0&sw=720&sh=720&_nc_hash=AQDANsOXSS7azal4	https://external.xx.fbcdn.net/safe_image.php?url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fmal-fuer-sich-sein-scarlett-mit-ihrem-laptop-in-ihrem-neun-quadratmeter-zimmer-200722024-55053288%2FBild%2F2.bild.jpg&_nc_hash=AQB6riXxuozQMLlG	https://www.bild.de/regional/berlin/hartz-4/schuelerin-scarlett-lebt-vom-amt-55053214.bild.html	bild.de	2018-03-10T16:02:00+0000	1520697720	2018-03-10 17:02:00	435	1498	1293	144	2935	1364	549	815	9047	3	14	62	540	239	0
link	post_page_25604775729	25604775729_10156841059940730		Gesellschaft/Ethik/Politik	Alltag/Skurriles	https://www.facebook.com/bild/posts/10156841059940730	Eigentlich wollten die Rocker in den USA feiern  doch die strengen Einreisebestimmungen machten ihnen einen Strich durch die Rechnung.	https://external.xx.fbcdn.net/safe_image.php?d=AQDFmVgUvx_2kEAB&w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fam-samstag-werden-viele-anhaenger-der-hells-angels-in-berlin-erwartet-200729381-55123016%2FBild%2F2.bild.jpg&cfs=1&_nc_hash=AQAMYivM8hYUJW6Y	https://external.xx.fbcdn.net/safe_image.php?d=AQAWtwUYtI2CYPET&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fam-samstag-werden-viele-anhaenger-der-hells-angels-in-berlin-erwartet-200729381-55123016%2FBild%2F2.bild.jpg&_nc_hash=AQAg-xi1r0u0Leoo	https://www.bild.de/regional/berlin/hells-angels/jubilaeum-in-berlin-55117030,la=de.bild.html	bild.de	2018-03-17T11:03:00+0000	1521284580	2018-03-17 12:03:00	991	193	1149	362	1704	176	92	84	1154	11	57	72	5	13	0
link	post_page_25604775729	25604775729_10156845069390730		Gesellschaft/Ethik/Politik	Alltag/Skurriles	https://www.facebook.com/bild/posts/10156845069390730	Josef Uhlemann erfuhr erst mit 14 Jahren  wer er wirklich ist – und wer seine leibliche Mutter ist. Ab da änderte sich für ihn alles.	https://external.xx.fbcdn.net/safe_image.php?d=AQCEY4runzAhw0Jm&w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fjosef-uhlemann-200730038-55128928%2FBild%2F2.bild.jpg&cfs=1&sx=417&sy=0&sw=720&sh=720&_nc_hash=AQD-VYw-qf7SA_kX	https://external.xx.fbcdn.net/safe_image.php?d=AQAYeUxXP3PdgenO&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fjosef-uhlemann-200730038-55128928%2FBild%2F2.bild.jpg&_nc_hash=AQAApDi_TUshrgoy	https://www.bild.de/regional/berlin/holocaust/meine-mama-gab-mich-weg-um-mein-leben-zu-retten-55128960.bild.html	bild.de	2018-03-19T06:32:00+0000	1521441120	2018-03-19 07:32:00	403	65	610	18	693	57	15	42	384	11	38	2	155	1	0
link	post_page_25604775729	25604775729_10156828731095730		Gesellschaft/Ethik/Politik	Alltag/Skurriles	https://www.facebook.com/bild/posts/10156828731095730	Carmen und Thomas Stein haben gerade erst ihren Kredit für die Parzelle bezahlt  verzichteten dafür jahrelang auf Urlaub. Die Anwohner sind entsetzt und wütend: „Wir müssen ausbaden  was der Senat verpennt hat. 	https://scontent.xx.fbcdn.net/v/t39.2147-6/c65.0.130.130/p130x130/28775971_1837917402908813_1527877909098790912_n.jpg?_nc_cat=0&oh=3f523302696fb48868df5d998fc6ae5b&oe=5B2BD1B5	https://scontent.xx.fbcdn.net/v/t39.2147-6/28775971_1837917402908813_1527877909098790912_n.jpg?_nc_cat=0&oh=0bb94538bd920b6f9a3538461fae2e91&oe=5B3CD988	https://www.bild.de/regional/berlin/kleingaertner/sollen-fuer-neue-wohnungen-weichen-55085466.bild.html	bild.de	2018-03-14T10:49:00+0000	1521024540	2018-03-14 11:49:00	80	110	457	115	682	103	41	62	275	0	7	4	48	318	0
link	post_page_25604775729	25604775729_10156825439155730		Gesellschaft/Ethik/Politik	Straftat	https://www.facebook.com/bild/posts/10156825439155730	Er hatte einen Jungen in den sozialen Netzwerken als „Bestie vom Kaukasus“ und „tschetschenischen Moslem“ bezeichnet  zeigte sein Foto und sein Profil. Damit löste er eine Hetzjagd aus!	https://external.xx.fbcdn.net/safe_image.php?d=AQDWtoYe51uYJAQk&w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fpegida-bachmann-prangert-unschuldigen-als-killer-an-200725003-55081008%2FBild%2F2.bild.jpg&cfs=1&sx=522&sy=0&sw=720&sh=720&_nc_hash=AQCc5k-bN6itNtAy	https://external.xx.fbcdn.net/safe_image.php?d=AQA_-odL3anWeCUe&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fpegida-bachmann-prangert-unschuldigen-als-killer-an-200725003-55081008%2FBild%2F2.bild.jpg&_nc_hash=AQBuW7VIjx48gTsG	https://www.bild.de/regional/berlin/mord/stellt-unschuldigen-im-fall-keira-an-pranger-55080146.bild.html	bild.de	2018-03-13T15:27:00+0000	1520954820	2018-03-13 16:27:00	52	420	163	23	606	349	69	280	1718	2	8	5	5	91	0
link	post_page_25604775729	25604775729_10156788441295730		Gesellschaft/Ethik/Politik	Gesellschaft/Ethik/Politik	https://www.facebook.com/bild/posts/10156788441295730	Ihr Laden ist winzig  doch ihre Herzen umso größer. Die Betreiber dieser Berliner Pizzeria bringen gratis Pizza und Tee zu Obdachlosen. Danke  Ceeser s! 🙏👌❤️	https://external.xx.fbcdn.net/safe_image.php?d=AQBjJeirb_jtx5ds&w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fvater-nasko-visoka-60-kam-als-fluechtling-aus-dem-kosovo-jetzt-will-er-anderen-helfen-200714504-54985832%2FBild%2F2.bild.jpg&cfs=1&sx=140&sy=0&sw=720&sh=720&_nc_hash=AQB4RAa8ZbXpgUXI	https://external.xx.fbcdn.net/safe_image.php?d=AQD8Gb9ifM4VEAuw&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fvater-nasko-visoka-60-kam-als-fluechtling-aus-dem-kosovo-jetzt-will-er-anderen-helfen-200714504-54985832%2FBild%2F2.bild.jpg&_nc_hash=AQBJalNZs4DCi44b	https://www.bild.de/regional/berlin/obdachlos/berlins-echte-lieferhelden-54985792,la=de.bild.html	bild.de	2018-03-03T09:03:00+0000	1520067780	2018-03-03 10:03:00	7544	245	8453	1159	9857	225	186	39	649	801	99	3	2	4	0
link	post_page_25604775729	25604775729_10156853499670730		Gesellschaft/Ethik/Politik	Alltag/Skurriles	https://www.facebook.com/bild/posts/10156853499670730	Dieser geschmacklose Witz über den Leiter des Berliner Pannen-Knasts Plötzensee ging nach hinten los!	https://external.xx.fbcdn.net/safe_image.php?d=AQDbl4JpBmHhMQQM&w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fcomedian-mario-barth-45-will-sich-nach-missglueckten-scherzen-ueber-einen-stotterer-oeffentlich-entsc-200732925-55155588%2FBild%2F2.bild.jpg&cfs=1&sx=205&sy=0&sw=720&sh=720&_nc_hash=AQAA3QkOYSwH-qi-	https://external.xx.fbcdn.net/safe_image.php?d=AQAOHjA2fXs0OT8o&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fcomedian-mario-barth-45-will-sich-nach-missglueckten-scherzen-ueber-einen-stotterer-oeffentlich-entsc-200732925-55155588%2FBild%2F2.bild.jpg&_nc_hash=AQAoz6b5yJOM6i8s	https://www.bild.de/regional/berlin/rtl/mario-barth-verspottet-leiter-jva-ploetzensee-55155324.bild.html	bild.de	2018-03-21T01:33:00+0000	1521595980	2018-03-21 02:33:00	85	119	136	7	262	114	74	40	425	2	2	27	1	19	0
link	post_page_25604775729	25604775729_10156832495990730		Gesellschaft/Ethik/Politik	Alltag/Skurriles	https://www.facebook.com/bild/posts/10156832495990730	Was haltet ihr davon?	https://external.xx.fbcdn.net/safe_image.php?d=AQCNqNHKPhdK3M_a&w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Ffeuerwerk-auf-der-strasse-schoen-anzusehen-aber-fuer-die-luft-eine-belastung-200726933-55098820%2FBild%2F2.bild.jpg&cfs=1&sx=348&sy=0&sw=720&sh=720&_nc_hash=AQCXyDgJFkGsFzJ-	https://external.xx.fbcdn.net/safe_image.php?d=AQAMwqRKTJgusH2G&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Ffeuerwerk-auf-der-strasse-schoen-anzusehen-aber-fuer-die-luft-eine-belastung-200726933-55098820%2FBild%2F2.bild.jpg&_nc_hash=AQBI4dibgk7mOBGG	https://www.bild.de/regional/berlin/spd/will-berlinern-das-boellern-verbieten-55098654.bild.html	bild.de	2018-03-15T09:13:00+0000	1521105180	2018-03-15 10:13:00	1856	1810	4132	277	6219	1607	1225	382	3581	35	29	909	28	1275	0
link	post_page_25604775729	25604775729_10156794750980730		Gesellschaft/Ethik/Politik	Gesellschaft/Ethik/Politik	https://www.facebook.com/bild/posts/10156794750980730	Es soll bald nur noch eine Rolle geben. Und die auch nur gegen Digital-Coupons. Ein Problem vor allem für ältere Menschen.	https://external.xx.fbcdn.net/safe_image.php?d=AQA4WIepYZTnQJHA&w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fmitarbeiter-von-rmg-sammeln-gelbe-saecke-in-der-sommerstrasse-ein-200713053-54971328%2FBild%2F3.bild.jpg&cfs=1&_nc_hash=AQAFAafS8_MUvUWN	https://external.xx.fbcdn.net/safe_image.php?d=AQDEsl6yyu2Mc94z&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fmitarbeiter-von-rmg-sammeln-gelbe-saecke-in-der-sommerstrasse-ein-200713053-54971328%2FBild%2F3.bild.jpg&_nc_hash=AQD1Qp1zHKfj0M2N	https://www.bild.de/regional/bremen/muell/gelber-sack-voll-fuer-die-tonne-54970456.bild.html	bild.de	2018-03-05T09:49:00+0000	1520243340	2018-03-05 10:49:00	146	344	495	125	964	330	173	157	726	1	16	38	10	284	0
link	post_page_25604775729	25604775729_10156807399080730		Gesellschaft/Ethik/Politik	Alltag/Skurriles	https://www.facebook.com/bild/posts/10156807399080730	In keinem europaweit getestetem Land wurden so viele Rückstände der Droge gefunden!	https://external.xx.fbcdn.net/safe_image.php?d=AQC16DTlFtNVgjuP&w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fcrystal-200720457-55039156%2FBild%2F2.bild.jpg&cfs=1&_nc_hash=AQBN3AEEngQFNPcE	https://external.xx.fbcdn.net/safe_image.php?d=AQDo715aswSqbCn7&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fcrystal-200720457-55039156%2FBild%2F2.bild.jpg&_nc_hash=AQAmXeaNkj9cx6Iy	https://www.bild.de/regional/chemnitz/crystal-meth/chemnitz-hat-groesste-crystal-rueckstaende-55038714.bild.html	bild.de	2018-03-08T18:34:00+0000	1520534040	2018-03-08 19:34:00	165	101	267	54	422	91	58	33	268	2	43	32	12	13	0
link	post_page_25604775729	25604775729_10156857259160730		Gesellschaft/Ethik/Politik	Alltag/Skurriles	https://www.facebook.com/bild/posts/10156857259160730	Den Angaben zufolge gilt künftig auf rund 190 Autobahn-Kilometern im Freistaat ein mindestens zeitweiliges Überholverbot für Lkws.	https://external.xx.fbcdn.net/safe_image.php?d=AQCrTtWKxt41hoRo&w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fein-lkw-ueberholt-einen-anderen-truck-und-sorgt-dabei-fuer-stau-auf-der-autobahn-200734155-55167242%2FBild%2F2.bild.jpg&cfs=1&_nc_hash=AQATqEXlyfurXuLQ	https://external.xx.fbcdn.net/safe_image.php?d=AQDOg_LcMFkiytte&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fein-lkw-ueberholt-einen-anderen-truck-und-sorgt-dabei-fuer-stau-auf-der-autobahn-200734155-55167242%2FBild%2F2.bild.jpg&_nc_hash=AQAHVD5BzvjAib7v	https://www.bild.de/regional/dresden/autobahnen/sachsen-weitet-ueberholverbot-fuer-lkw-aus-55166976.bild.html	bild.de	2018-03-22T03:31:00+0000	1521689460	2018-03-22 04:31:00	1061	323	1146	34	1503	295	120	175	804	28	8	16	2	31	0
link	post_page_25604775729	25604775729_10156853640290730		Gesellschaft/Ethik/Politik	Gesellschaft/Ethik/Politik	https://www.facebook.com/bild/posts/10156853640290730	Der Witz: In manchen Fällen sind die Video-Aufnahmen zulässiges Beweismaterial  obwohl die Kamera grundsätzlich verboten ist. 🤔	https://external.xx.fbcdn.net/safe_image.php?d=AQD3NrLlzr3Xv3qY&w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fmit-solch-einer-dashcam-minikamera-filmte-der-autofahrer-den-verkehr-41273412-55157682%2FBild%2F2.bild.jpg&cfs=1&_nc_hash=AQA6G5Dem5RoswbS	https://external.xx.fbcdn.net/safe_image.php?d=AQARbcWLyjbSb3ht&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fmit-solch-einer-dashcam-minikamera-filmte-der-autofahrer-den-verkehr-41273412-55157682%2FBild%2F2.bild.jpg&_nc_hash=AQCJZb3aOF47GEee	https://www.bild.de/regional/dresden/bundesdatenschutzgesetz/strafe-wegen-dashcam-im-auto-55157512.bild.html	bild.de	2018-03-21T06:03:00+0000	1521612180	2018-03-21 07:03:00	104	263	331	52	646	253	141	112	815	0	14	42	6	165	0
link	post_page_25604775729	25604775729_10156836772860730		Gesellschaft/Ethik/Politik	Straftat	https://www.facebook.com/bild/posts/10156836772860730	Während zahlreiche abgelehnte Asylbewerber wegen fehlender Dokumente bleiben dürfen  darf Marija nun nicht mehr bei ihrer Mutter und ihrem Stiefvater leben.	https://external.xx.fbcdn.net/safe_image.php?d=AQDOv4DLyS_qvl_F&w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fingolf-baer-62--hier-mit-frau-halyna-44--hat-angst-das-seine-familie-zerrissen-wird-behoerden-w-200728359-55111968%2FBild%2F2.bild.jpg&cfs=1&sx=238&sy=0&sw=720&sh=720&_nc_hash=AQBD0LB637XwAprO	https://external.xx.fbcdn.net/safe_image.php?d=AQCjvxVu2Ccky1R4&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fingolf-baer-62--hier-mit-frau-halyna-44--hat-angst-das-seine-familie-zerrissen-wird-behoerden-w-200728359-55111968%2FBild%2F2.bild.jpg&_nc_hash=AQCXiCfoSCig-Zob	https://www.bild.de/regional/dresden/dresden/schuelerin-soll-in-ukraine-abgeschoben-werden-55111902.bild.html	bild.de	2018-03-16T08:43:00+0000	1521189780	2018-03-16 09:43:00	192	397	972	134	1503	376	248	128	2249	2	16	18	126	618	0
link	post_page_25604775729	25604775729_10156855013495730		Gesellschaft/Ethik/Politik	Alltag/Skurriles	https://www.facebook.com/bild/posts/10156855013495730	Der 50-jährige soll laut Staatsanwaltschaft einen 16-jährigen Schüler geschlagen haben  da dieser mit seinem Rad  gegen die Verkehrsvorschrift  links abbog ...	https://external.xx.fbcdn.net/safe_image.php?d=AQDHktegWu35j0Z7&w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fdr-10-afd01-jpg_200733396_mbqf-1521565741-55160000%2FBild%2F1.bild.jpg&cfs=1&_nc_hash=AQCYo8pdPnCu69RR	https://external.xx.fbcdn.net/safe_image.php?d=AQBox3BqVxKb1YTO&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fdr-10-afd01-jpg_200733396_mbqf-1521565741-55160000%2FBild%2F1.bild.jpg&_nc_hash=AQCiJzSXwijkyMRK	https://www.bild.de/regional/dresden/koerperverletzung/afd-vorstand-muss-strafe-zahlen-55159952,la=de.bild.html	bild.de	2018-03-21T07:33:00+0000	1521617580	2018-03-21 08:33:00	69	362	126	4	492	333	88	245	1379	1	4	43	0	9	0
link	post_page_25604775729	25604775729_10156847865475730		Gesellschaft/Ethik/Politik	Alltag/Skurriles	https://www.facebook.com/bild/posts/10156847865475730	Lutz Bachmann wollte nach England einreisen – wurde aber nicht reingelassen. Der Grund dürfte ihm gar nicht gefallen.	https://external.xx.fbcdn.net/safe_image.php?w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Flutz-bachmann-200730909-55136988%2FBild%2F3.bild.jpg&cfs=1&sx=265&sy=0&sw=720&sh=720&_nc_hash=AQAbMfbJFaGNUVUt	https://external.xx.fbcdn.net/safe_image.php?d=AQCcCjnWleU7irgh&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Flutz-bachmann-200730909-55136988%2FBild%2F3.bild.jpg&_nc_hash=AQDjIGLvqhxEcMCx	https://www.bild.de/regional/dresden/lutz-bachmann/pegida-gruender-bachmann-in-abschiebehaft-55136636.bild.html	bild.de	2018-03-19T09:32:00+0000	1521451920	2018-03-19 10:32:00	419	460	767	30	1257	387	113	274	1719	11	8	283	4	42	0
link	post_page_25604775729	25604775729_10156794862025730		Gesellschaft/Ethik/Politik	Alltag/Skurriles	https://www.facebook.com/bild/posts/10156794862025730	Im November 2013 ermordete der Ex-Polizist den Unternehmer Wojciech S. (†59). Das Opfer wünschte sich geschlachtet und verspeist zu werden.	https://external.xx.fbcdn.net/safe_image.php?d=AQDX1owE8ydksjKI&w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fder-bgh-detlev-g-wurde-erst-im-februar-2018-vom-bgh-zu-einer-lebenslaenglichen-haftstrafe-wegen-morde-200715823-54997250%2FBild%2F2.bild.jpg&cfs=1&sx=497&sy=0&sw=720&sh=720&_nc_hash=AQBG4xfoQpWDxogi	https://external.xx.fbcdn.net/safe_image.php?d=AQC_uTVP-cIWytnX&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fder-bgh-detlev-g-wurde-erst-im-februar-2018-vom-bgh-zu-einer-lebenslaenglichen-haftstrafe-wegen-morde-200715823-54997250%2FBild%2F2.bild.jpg&_nc_hash=AQDG1wJmGZANMFra	https://www.bild.de/regional/dresden/mord/stueckel-polizist-darf-gehalt-behalten-54997174.bild.html	bild.de	2018-03-05T08:19:00+0000	1520237940	2018-03-05 09:19:00	277	177	790	164	1131	159	85	74	746	5	34	69	12	393	0
link	post_page_25604775729	25604775729_10156788493640730		Gesellschaft/Ethik/Politik	Gesellschaft/Ethik/Politik	https://www.facebook.com/bild/posts/10156788493640730	Die Strafe ist minimal  doch der Polizeichef akzeptiert sie nicht. Beschäftigt jetzt Gutachter  Anwälte und Richter. Wegen ein paar Euro ...	https://external.xx.fbcdn.net/safe_image.php?d=AQD0z8qRU0dbeIZJ&w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fdr-09-lka01-jpg_200714550_mbqf-1520016581-54986306%2FBild%2F1.bild.jpg&cfs=1&sx=285&sy=0&sw=720&sh=720&_nc_hash=AQCNRlFO5mLHmoIm	https://external.xx.fbcdn.net/safe_image.php?d=AQCVQVjd2RVJXZCY&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fdr-09-lka01-jpg_200714550_mbqf-1520016581-54986306%2FBild%2F1.bild.jpg&_nc_hash=AQAk3Q4mQcIse7v6	https://www.bild.de/regional/dresden/radarfalle/polizeichef-akzeptiert-raserstrafe-nicht-54986228,la=de.bild.html	bild.de	2018-03-03T11:33:00+0000	1520076780	2018-03-03 12:33:00	260	363	873	94	1330	342	188	154	1167	3	14	189	18	389	0
link	post_page_25604775729	25604775729_10156779348715730		Gesellschaft/Ethik/Politik	Gesellschaft/Ethik/Politik	https://www.facebook.com/bild/posts/10156779348715730	Während Millionen von Autofahrern noch über das Diesel-Verbot stöhnen  geht Martin Funfack einen Schritt weiter – er will klagen!	https://external.xx.fbcdn.net/safe_image.php?d=AQDlk7Wwtfe89GRn&w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fdiesel-fahrer-martin-funfack-will-sich-gegen-ein-drohendes-fahrverbot-wehren-200712242-54963636%2FBild%2F2.bild.jpg&cfs=1&sx=10&sy=0&sw=720&sh=720&_nc_hash=AQCKBZrAEAKrolV3	https://external.xx.fbcdn.net/safe_image.php?d=AQCM_2FHm1pVRgQJ&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fdiesel-fahrer-martin-funfack-will-sich-gegen-ein-drohendes-fahrverbot-wehren-200712242-54963636%2FBild%2F2.bild.jpg&_nc_hash=AQCtRaEfRziHTLxL	https://www.bild.de/regional/dresden/umweltplakettenpflicht/erste-klage-gegen-fahrverbot-54963692.bild.html	bild.de	2018-03-01T05:43:00+0000	1519882980	2018-03-01 06:43:00	6036	796	6337	854	7987	760	423	337	2539	141	12	136	2	10	0
link	post_page_25604775729	25604775729_10156789421545730		Gesellschaft/Ethik/Politik	Gesellschaft/Ethik/Politik	https://www.facebook.com/bild/posts/10156789421545730	Die Songs von Ed Sheeran sind sanft und melodisch – doch das ist den Anwohnern herzlich egal.	https://external.xx.fbcdn.net/safe_image.php?w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fsiegfried-kuesel-78-will-die-konzertplaene-stoppen-200714873-54989108%2FBild%2F2.bild.jpg&cfs=1&sx=0&sy=0&sw=720&sh=720&_nc_hash=AQDhHUHYGKmFp94B	https://external.xx.fbcdn.net/safe_image.php?d=AQDAY_SBUjtTdwEN&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fsiegfried-kuesel-78-will-die-konzertplaene-stoppen-200714873-54989108%2FBild%2F2.bild.jpg&_nc_hash=AQB_O_D4pnbfxfwP	https://www.bild.de/regional/duesseldorf/ed-sheeran/anwohner-wollen-ed-sheeran-nicht-54988638,la=de.bild.html	bild.de	2018-03-03T16:33:00+0000	1520094780	2018-03-03 17:33:00	348	701	1010	22	1733	653	402	251	4820	3	28	347	17	267	0
link	post_page_25604775729	25604775729_10156805927775730		Gesellschaft/Ethik/Politik	Alltag/Skurriles	https://www.facebook.com/bild/posts/10156805927775730	Jetzt sind auch noch die Kleingärtner sauer. Denn für das Konzert mit Ed Sheeran sollen viele Bäume gefällt werden.	https://external.xx.fbcdn.net/safe_image.php?d=AQDjdGkBHLAn5IXn&w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fkleingarten-chef-dieter-class-befuerchtet-vermuellung-durch-das-mega-konzert-von-ed-sheeran-200719442-55029568%2FBild%2F2.bild.jpg&cfs=1&sx=370&sy=0&sw=720&sh=720&_nc_hash=AQD6aawHQ_DYzuPu	https://external.xx.fbcdn.net/safe_image.php?d=AQBTukDm7k53NHyc&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fkleingarten-chef-dieter-class-befuerchtet-vermuellung-durch-das-mega-konzert-von-ed-sheeran-200719442-55029568%2FBild%2F2.bild.jpg&_nc_hash=AQAkZn6va25NpQTl	https://www.bild.de/regional/duesseldorf/ed-sheeran/kleingaertner-sauer-wegen-mega-konzert-55028800.bild.html	bild.de	2018-03-08T09:01:00+0000	1520499660	2018-03-08 10:01:00	122	214	243	7	464	197	121	76	505	0	1	62	7	51	0
link	post_page_25604775729	25604775729_10156859846085730		Gesellschaft/Ethik/Politik	Alltag/Skurriles	https://www.facebook.com/bild/posts/10156859846085730	Viele der 24 Lieder auf dem Doppelalbum fanden sich einst im „Liederbuch der SS“.	https://external.xx.fbcdn.net/safe_image.php?d=AQBa1U7a3e2l5zWQ&w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fdieser-geschenk-bringt-heimatministerin-ina-scharrenbach-cdu-derzeit-in-erklaerungsnot-200735465-55179778%2FBild%2F2.bild.jpg&cfs=1&sx=295&sy=0&sw=720&sh=720&_nc_hash=AQBKYvG7y3UIg-2t	https://external.xx.fbcdn.net/safe_image.php?d=AQBgLs0_f1lsgydz&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fdieser-geschenk-bringt-heimatministerin-ina-scharrenbach-cdu-derzeit-in-erklaerungsnot-200735465-55179778%2FBild%2F2.bild.jpg&_nc_hash=AQA98YfBYuGPcdgO	https://www.bild.de/regional/duesseldorf/heino/heino-schenkt-ss-platte-55179626.bild.html	bild.de	2018-03-22T16:33:00+0000	1521736380	2018-03-22 17:33:00	539	752	1239	113	2104	626	405	221	3642	22	22	588	3	65	0
link	post_page_25604775729	25604775729_10156784819900730		Gesellschaft/Ethik/Politik	Gesellschaft/Ethik/Politik	https://www.facebook.com/bild/posts/10156784819900730	Bilal Oskan (26) ist einer der ersten Referendare  der islamische Religion lehrt. Wir durften seine Schulstunde begleiten.	https://external.xx.fbcdn.net/safe_image.php?d=AQAlbDpD9d8DFR0n&w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fbilal-oskan-26-unterrichtet-islamische-religion-200712900-54969792%2FBild%2F2.bild.jpg&cfs=1&sx=492&sy=0&sw=720&sh=720&_nc_hash=AQBFk8NaQbMdJsz8	https://external.xx.fbcdn.net/safe_image.php?url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fbilal-oskan-26-unterrichtet-islamische-religion-200712900-54969792%2FBild%2F2.bild.jpg&_nc_hash=AQD4-v5mKQuv-jlj	https://www.bild.de/regional/duesseldorf/islam/islamunterricht-an-schulen-54969728.bild.html	bild.de	2018-03-02T10:13:00+0000	1519985580	2018-03-02 11:13:00	497	1954	1822	113	3889	1742	652	1090	10198	38	19	83	21	1164	0
link	post_page_25604775729	25604775729_10156775164530730		Gesellschaft/Ethik/Politik	Gesellschaft/Ethik/Politik	https://www.facebook.com/bild/posts/10156775164530730	Dieser Motorradclub hat eine besondere Mission: Kinder zu schützen  die schon viel Leid erfahren haben.	https://external.xx.fbcdn.net/safe_image.php?d=AQA9BV-r_3PUgaIZ&w=130&h=130&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fetwa-20-mitglieder-des-chapters-rhein-ruhr-begleiteten-am-montag-ein-missbrauchsopfer-18-zur-aussa-200711011-54952568%2FBild%2F2.bild.jpg&cfs=1&sx=88&sy=0&sw=720&sh=720&_nc_hash=AQBQxWfQ5wbVrfAA	https://external.xx.fbcdn.net/safe_image.php?d=AQA8F6NRPQIYzFe-&url=https%3A%2F%2Fbilder.bild.de%2Ffotos%2Fetwa-20-mitglieder-des-chapters-rhein-ruhr-begleiteten-am-montag-ein-missbrauchsopfer-18-zur-aussa-200711011-54952568%2FBild%2F2.bild.jpg&_nc_hash=AQC-CjzVpPQYaCPy	https://www.bild.de/regional/duesseldorf/motorradclub/als-eskorte-fuer-missbrauchsopfer-54952402.bild.html	bild.de	2018-02-27T19:33:00+0000	1519759980	2018-02-27 20:33:00	6092	166	6766	764	7696	156	139	17	1184	603	64	2	2	3	0
